DEVICE,COMPANY,APPROVAL DATE,HDE NUMBERSelective Cytopheretic Device (SCD-PED),SeaStar Medical,11/26/2025,BH220740/13Activa™ Dystonia Therapy System  Percept PC BrainSense™,Medtronic Neuromodulation,11/26/2025,H020007/S411Reclaim™ DBS Therapy for Obsessive Compulsive Disorder (OCD) System,Medtronic Inc. Neurological Division.,11/26/2025,H050003/S360

 
